month,count,avg_12m,sd_12m,z_score,ma6,upper_1sd,upper_2sd,lower_1sd,lower_2sd,deaths,injuries,malfunctions,severity_score,rate_per_m,rate_per_10k,slope_6m,quarter
2025-08,1,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,1,0,3,,,0,2025-Q3
2025-09,2,1.5,0.5,1.0,1.5,2.0,2.5,1.0,0.5,0,2,0,6,,,0,2025-Q3
2025-10,1,1.3,0.5,-0.71,1.3,1.8,2.3,0.9,0.4,0,1,0,3,,,0,2025-Q4
2025-11,2,1.5,0.5,1.0,1.5,2.0,2.5,1.0,0.5,0,1,1,4,,,0,2025-Q4
2025-12,3,1.8,0.7,1.6,1.8,2.5,3.3,1.1,0.3,0,3,0,9,,,0,2025-Q4
2026-01,8,2.8,2.4,2.14,2.8,5.2,7.7,0.4,0,0,7,1,22,,,1.11,2026-Q1
2026-02,11,4.0,3.6,1.93,4.5,7.6,11.3,0.4,0,0,9,2,29,,,1.91,2026-Q1
