month,count,avg_12m,sd_12m,z_score,ma6,upper_1sd,upper_2sd,lower_1sd,lower_2sd,deaths,injuries,malfunctions,severity_score,rate_per_m,rate_per_10k,slope_6m,quarter
2024-07,13357,8953.6,2803.9,1.57,11291.2,11757.5,14561.3,6149.7,3345.8,0,218,13139,13793,40.3,48.5709,886.77,2024-Q3
2024-08,14708,9712.0,3018.7,1.66,12245.7,12730.7,15749.4,6693.3,3674.6,0,208,14500,15124,44.38,53.4836,912.86,2024-Q3
2024-09,14718,10520.3,2951.5,1.42,13169.2,13471.9,16423.4,7568.8,4617.3,1,254,14463,15235,44.41,53.52,652.31,2024-Q3
2024-10,17030,11427.7,3134.0,1.79,14121.2,14561.7,17695.7,8293.7,5159.6,1,227,16801,17492,45.82,58.7241,833.63,2024-Q4
2024-11,17470,12312.1,3215.8,1.6,14804.8,15527.9,18743.7,9096.3,5880.5,0,214,17256,17898,47.0,60.2414,1161.4,2024-Q4
2024-12,15687,13041.5,2889.3,0.92,15495.0,15930.8,18820.2,10152.2,7262.8,0,254,15431,16193,42.21,54.0931,635.66,2024-Q4
2025-01,16172,13627.7,2748.0,0.93,15964.2,16375.7,19123.7,10879.7,8131.7,2,337,15833,16864,46.83,53.9067,304.77,2025-Q1
2025-02,13670,14018.4,2366.4,-0.15,15791.2,16384.8,18751.2,11652.0,9285.7,1,359,13310,14397,39.58,45.5667,-274.2,2025-Q1
2025-03,18241,14773.8,2135.8,1.62,16378.3,16909.6,19045.4,12637.9,10502.1,0,304,17937,18849,52.82,60.8033,-138.86,2025-Q1
2025-04,20313,15523.3,2358.3,2.03,16925.5,17881.6,20240.0,13165.0,10806.7,1,338,19974,20998,55.8,65.5258,553.57,2025-Q2
2025-05,24132,16420.3,3247.4,2.37,18035.8,19667.7,22915.1,13172.9,9925.5,0,453,23677,25036,66.3,77.8452,1691.97,2025-Q2
2025-06,24443,17495.1,3574.1,1.94,19495.2,21069.2,24643.3,13921.0,10346.9,2,448,23993,25357,67.15,78.8484,2137.51,2025-Q2
2025-07,28341,18743.8,4426.2,2.17,21523.3,23169.9,27596.1,14317.6,9891.4,1,566,27770,29478,72.42,87.2031,2736.57,2025-Q3
2025-08,26986,19766.9,4780.0,1.51,23742.7,24546.9,29326.8,14987.0,10207.0,5,596,26385,28223,68.96,83.0338,1946.29,2025-Q3
2025-09,23871,20529.7,4641.7,0.72,24681.0,25171.4,29813.1,15887.9,11246.2,2,544,23324,24976,61.0,73.4492,864.29,2025-Q3
2025-10,22959,21023.8,4557.7,0.42,25122.0,25581.4,30139.1,16466.1,11908.4,4,527,22427,24048,54.66,67.5265,-255.31,2025-Q4
2025-11,15534,20862.4,4712.3,-1.13,23689.0,25574.7,30287.0,16150.1,11437.9,5,455,15074,16489,36.99,45.6882,-1823.03,2025-Q4
2025-12,17545,21017.2,4568.0,-0.76,22539.3,25585.3,30153.3,16449.2,11881.2,3,513,17029,18598,41.77,51.6029,-2549.94,2025-Q4
2026-01,72302,25694.8,14704.0,3.17,29866.2,40398.8,55102.8,10990.7,0,2,485,71814,73289,170.79,203.6676,5719.34,2026-Q1
2026-02,15329,25833.0,14597.7,-0.72,27923.3,40430.7,55028.5,11235.3,0,5,384,14940,16142,36.21,43.1803,3066.57,2026-Q1
